i: 1, data: 158, previous:159, count: 0, line:decreased
i: 528, data: 2646, previous:2644, count: 436, line:increased
i: 529, data: 2655, previous:2646, count: 437, line:increased
i: 530, data: 2658, previous:2655, count: 438, line:increased
i: 531, data: 2663, previous:2658, count: 439, line:increased
i: 532, data: 2660, previous:2663, count: 439, line:decreased
i: 533, data: 2659, previous:2660, count: 439, line:decreased
i: 534, data: 2657, previous:2659, count: 439, line:decreased
i: 535, data: 2655, previous:2657, count: 439, line:decreased
i: 536, data: 2656, previous:2655, count: 440, line:increased
i: 537, data: 2657, previous:2656, count: 441, line:increased
i: 538, data: 2658, previous:2657, count: 442, line:increased
i: 539, data: 2669, previous:2658, count: 443, line:increased
i: 540, data: 2679, previous:2669, count: 444, line:increased
i: 541, data: 2678, previous:2679, count: 444, line:decreased
i: 542, data: 2684, previous:2678, count: 445, line:increased
i: 543, data: 2677, previous:2684, count: 445, line:decreased
i: 544, data: 2721, previous:2677, count: 446, line:increased
i: 545, data: 2728, previous:2721, count: 447, line:increased
i: 546, data: 2729, previous:2728, count: 448, line:increased
i: 547, data: 2728, previous:2729, count: 448, line:decreased
i: 548, data: 2729, previous:2728, count: 449, line:increased
i: 549, data: 2730, previous:2729, count: 450, line:increased
i: 550, data: 2733, previous:2730, count: 451, line:increased
i: 551, data: 2742, previous:2733, count: 452, line:increased
i: 552, data: 2730, previous:2742, count: 452, line:decreased
i: 553, data: 2731, previous:2730, count: 453, line:increased
i: 554, data: 2733, previous:2731, count: 454, line:increased
i: 555, data: 2735, previous:2733, count: 455, line:increased
i: 556, data: 2740, previous:2735, count: 456, line:increased
i: 557, data: 2750, previous:2740, count: 457, line:increased
i: 558, data: 2746, previous:2750, count: 457, line:decreased
i: 559, data: 2748, previous:2746, count: 458, line:increased
i: 560, data: 2751, previous:2748, count: 459, line:increased
i: 561, data: 2771, previous:2751, count: 460, line:increased
i: 562, data: 2786, previous:2771, count: 461, line:increased
i: 563, data: 2792, previous:2786, count: 462, line:increased
i: 564, data: 2797, previous:2792, count: 463, line:increased
i: 565, data: 2799, previous:2797, count: 464, line:increased
i: 566, data: 2803, previous:2799, count: 465, line:increased
i: 567, data: 2814, previous:2803, count: 466, line:increased
i: 568, data: 2825, previous:2814, count: 467, line:increased
i: 569, data: 2832, previous:2825, count: 468, line:increased
i: 570, data: 2839, previous:2832, count: 469, line:increased
i: 571, data: 2844, previous:2839, count: 470, line:increased
i: 572, data: 2854, previous:2844, count: 471, line:increased
i: 573, data: 2833, previous:2854, count: 471, line:decreased
i: 574, data: 2842, previous:2833, count: 472, line:increased
i: 575, data: 2844, previous:2842, count: 473, line:increased
i: 576, data: 2866, previous:2844, count: 474, line:increased
i: 577, data: 2868, previous:2866, count: 475, line:increased
i: 578, data: 2871, previous:2868, count: 476, line:increased
i: 579, data: 2872, previous:2871, count: 477, line:increased
i: 580, data: 2876, previous:2872, count: 478, line:increased
i: 581, data: 2877, previous:2876, count: 479, line:increased
i: 582, data: 2901, previous:2877, count: 480, line:increased
i: 583, data: 2910, previous:2901, count: 481, line:increased
i: 584, data: 2916, previous:2910, count: 482, line:increased
i: 585, data: 2940, previous:2916, count: 483, line:increased
i: 586, data: 2951, previous:2940, count: 484, line:increased
i: 587, data: 2966, previous:2951, count: 485, line:increased
i: 588, data: 2967, previous:2966, count: 486, line:increased
i: 589, data: 2972, previous:2967, count: 487, line:increased
i: 590, data: 2976, previous:2972, count: 488, line:increased
i: 591, data: 2978, previous:2976, count: 489, line:increased
i: 592, data: 2977, previous:2978, count: 489, line:decreased
i: 593, data: 2980, previous:2977, count: 490, line:increased
i: 594, data: 2993, previous:2980, count: 491, line:increased
i: 595, data: 3004, previous:2993, count: 492, line:increased
i: 596, data: 3005, previous:3004, count: 493, line:increased
i: 597, data: 3031, previous:3005, count: 494, line:increased
i: 598, data: 3030, previous:3031, count: 494, line:decreased
i: 599, data: 3036, previous:3030, count: 495, line:increased
i: 600, data: 3035, previous:3036, count: 495, line:decreased
i: 601, data: 3038, previous:3035, count: 496, line:increased
i: 602, data: 3041, previous:3038, count: 497, line:increased
i: 603, data: 3040, previous:3041, count: 497, line:decreased
i: 604, data: 3043, previous:3040, count: 498, line:increased
i: 605, data: 3046, previous:3043, count: 499, line:increased
i: 606, data: 3068, previous:3046, count: 500, line:increased
i: 607, data: 3080, previous:3068, count: 501, line:increased
i: 608, data: 3081, previous:3080, count: 502, line:increased
i: 609, data: 3101, previous:3081, count: 503, line:increased
i: 610, data: 3104, previous:3101, count: 504, line:increased
i: 611, data: 3111, previous:3104, count: 505, line:increased
i: 612, data: 3118, previous:3111, count: 506, line:increased
i: 613, data: 3119, previous:3118, count: 507, line:increased
i: 614, data: 3112, previous:3119, count: 507, line:decreased
i: 615, data: 3111, previous:3112, count: 507, line:decreased
i: 616, data: 3113, previous:3111, count: 508, line:increased
i: 617, data: 3140, previous:3113, count: 509, line:increased
i: 618, data: 3165, previous:3140, count: 510, line:increased
i: 619, data: 3164, previous:3165, count: 510, line:decreased
i: 620, data: 3174, previous:3164, count: 511, line:increased
i: 621, data: 3184, previous:3174, count: 512, line:increased
i: 622, data: 3200, previous:3184, count: 513, line:increased
i: 623, data: 3183, previous:3200, count: 513, line:decreased
i: 624, data: 3185, previous:3183, count: 514, line:increased
i: 625, data: 3187, previous:3185, count: 515, line:increased
i: 626, data: 3188, previous:3187, count: 516, line:increased
i: 627, data: 3197, previous:3188, count: 517, line:increased
i: 628, data: 3215, previous:3197, count: 518, line:increased
i: 629, data: 3233, previous:3215, count: 519, line:increased
i: 630, data: 3232, previous:3233, count: 519, line:decreased
i: 631, data: 3243, previous:3232, count: 520, line:increased
i: 632, data: 3220, previous:3243, count: 520, line:decreased
i: 633, data: 3221, previous:3220, count: 521, line:increased
i: 634, data: 3224, previous:3221, count: 522, line:increased
i: 635, data: 3226, previous:3224, count: 523, line:increased
i: 636, data: 3263, previous:3226, count: 524, line:increased
i: 637, data: 3275, previous:3263, count: 525, line:increased
i: 638, data: 3286, previous:3275, count: 526, line:increased
i: 639, data: 3287, previous:3286, count: 527, line:increased
i: 640, data: 3300, previous:3287, count: 528, line:increased
i: 641, data: 3304, previous:3300, count: 529, line:increased
i: 642, data: 3314, previous:3304, count: 530, line:increased
i: 643, data: 3316, previous:3314, count: 531, line:increased
i: 644, data: 3311, previous:3316, count: 531, line:decreased
i: 645, data: 3314, previous:3311, count: 532, line:increased
i: 646, data: 3324, previous:3314, count: 533, line:increased
i: 647, data: 3325, previous:3324, count: 534, line:increased
i: 648, data: 3329, previous:3325, count: 535, line:increased
i: 649, data: 3347, previous:3329, count: 536, line:increased
i: 650, data: 3341, previous:3347, count: 536, line:decreased
i: 651, data: 3346, previous:3341, count: 537, line:increased
i: 652, data: 3348, previous:3346, count: 538, line:increased
i: 653, data: 3363, previous:3348, count: 539, line:increased
i: 654, data: 3369, previous:3363, count: 540, line:increased
i: 655, data: 3396, previous:3369, count: 541, line:increased
i: 656, data: 3384, previous:3396, count: 541, line:decreased
i: 657, data: 3390, previous:3384, count: 542, line:increased
i: 658, data: 3391, previous:3390, count: 543, line:increased
i: 659, data: 3394, previous:3391, count: 544, line:increased
i: 660, data: 3393, previous:3394, count: 544, line:decreased
i: 661, data: 3399, previous:3393, count: 545, line:increased
i: 662, data: 3405, previous:3399, count: 546, line:increased
i: 663, data: 3411, previous:3405, count: 547, line:increased
i: 664, data: 3417, previous:3411, count: 548, line:increased
i: 665, data: 3408, previous:3417, count: 548, line:decreased
i: 666, data: 3378, previous:3408, count: 548, line:decreased
i: 667, data: 3383, previous:3378, count: 549, line:increased
i: 668, data: 3379, previous:3383, count: 549, line:decreased
i: 669, data: 3385, previous:3379, count: 550, line:increased
i: 670, data: 3386, previous:3385, count: 551, line:increased
i: 671, data: 3406, previous:3386, count: 552, line:increased
i: 672, data: 3397, previous:3406, count: 552, line:decreased
i: 673, data: 3374, previous:3397, count: 552, line:decreased
i: 674, data: 3378, previous:3374, count: 553, line:increased
i: 675, data: 3373, previous:3378, count: 553, line:decreased
i: 676, data: 3358, previous:3373, count: 553, line:decreased
i: 677, data: 3357, previous:3358, count: 553, line:decreased
i: 678, data: 3381, previous:3357, count: 554, line:increased
i: 679, data: 3387, previous:3381, count: 555, line:increased
i: 680, data: 3422, previous:3387, count: 556, line:increased
i: 681, data: 3420, previous:3422, count: 556, line:decreased
i: 682, data: 3415, previous:3420, count: 556, line:decreased
i: 683, data: 3416, previous:3415, count: 557, line:increased
i: 684, data: 3432, previous:3416, count: 558, line:increased
i: 685, data: 3419, previous:3432, count: 558, line:decreased
i: 686, data: 3422, previous:3419, count: 559, line:increased
i: 687, data: 3423, previous:3422, count: 560, line:increased
i: 688, data: 3436, previous:3423, count: 561, line:increased
i: 689, data: 3437, previous:3436, count: 562, line:increased
i: 690, data: 3439, previous:3437, count: 563, line:increased
i: 691, data: 3441, previous:3439, count: 564, line:increased
i: 692, data: 3449, previous:3441, count: 565, line:increased
i: 693, data: 3453, previous:3449, count: 566, line:increased
i: 694, data: 3488, previous:3453, count: 567, line:increased
i: 695, data: 3499, previous:3488, count: 568, line:increased
i: 696, data: 3513, previous:3499, count: 569, line:increased
i: 697, data: 3536, previous:3513, count: 570, line:increased
i: 698, data: 3576, previous:3536, count: 571, line:increased
i: 699, data: 3570, previous:3576, count: 571, line:decreased
i: 700, data: 3569, previous:3570, count: 571, line:decreased
i: 701, data: 3570, previous:3569, count: 572, line:increased
i: 702, data: 3571, previous:3570, count: 573, line:increased
i: 703, data: 3575, previous:3571, count: 574, line:increased
i: 704, data: 3573, previous:3575, count: 574, line:decreased
i: 705, data: 3617, previous:3573, count: 575, line:increased
i: 706, data: 3594, previous:3617, count: 575, line:decreased
i: 707, data: 3589, previous:3594, count: 575, line:decreased
i: 708, data: 3587, previous:3589, count: 575, line:decreased
i: 709, data: 3596, previous:3587, count: 576, line:increased
i: 710, data: 3583, previous:3596, count: 576, line:decreased
i: 711, data: 3588, previous:3583, count: 577, line:increased
i: 712, data: 3589, previous:3588, count: 578, line:increased
i: 713, data: 3583, previous:3589, count: 578, line:decreased
i: 714, data: 3594, previous:3583, count: 579, line:increased
i: 715, data: 3612, previous:3594, count: 580, line:increased
i: 716, data: 3617, previous:3612, count: 581, line:increased
i: 717, data: 3634, previous:3617, count: 582, line:increased
i: 718, data: 3628, previous:3634, count: 582, line:decreased
i: 719, data: 3629, previous:3628, count: 583, line:increased
i: 720, data: 3630, previous:3629, count: 584, line:increased
i: 721, data: 3640, previous:3630, count: 585, line:increased
i: 722, data: 3642, previous:3640, count: 586, line:increased
i: 723, data: 3647, previous:3642, count: 587, line:increased
i: 724, data: 3644, previous:3647, count: 587, line:decreased
i: 725, data: 3657, previous:3644, count: 588, line:increased
i: 726, data: 3658, previous:3657, count: 589, line:increased
i: 727, data: 3657, previous:3658, count: 589, line:decreased
i: 728, data: 3660, previous:3657, count: 590, line:increased
i: 729, data: 3661, previous:3660, count: 591, line:increased
i: 730, data: 3662, previous:3661, count: 592, line:increased
i: 731, data: 3681, previous:3662, count: 593, line:increased
i: 732, data: 3684, previous:3681, count: 594, line:increased
i: 733, data: 3694, previous:3684, count: 595, line:increased
i: 734, data: 3698, previous:3694, count: 596, line:increased
i: 735, data: 3697, previous:3698, count: 596, line:decreased
i: 736, data: 3707, previous:3697, count: 597, line:increased
i: 737, data: 3709, previous:3707, count: 598, line:increased
i: 738, data: 3710, previous:3709, count: 599, line:increased
i: 739, data: 3723, previous:3710, count: 600, line:increased
i: 740, data: 3741, previous:3723, count: 601, line:increased
i: 741, data: 3747, previous:3741, count: 602, line:increased
i: 742, data: 3752, previous:3747, count: 603, line:increased
i: 743, data: 3753, previous:3752, count: 604, line:increased
i: 744, data: 3747, previous:3753, count: 604, line:decreased
i: 745, data: 3751, previous:3747, count: 605, line:increased
i: 746, data: 3756, previous:3751, count: 606, line:increased
i: 747, data: 3752, previous:3756, count: 606, line:decreased
i: 748, data: 3781, previous:3752, count: 607, line:increased
i: 749, data: 3800, previous:3781, count: 608, line:increased
i: 750, data: 3804, previous:3800, count: 609, line:increased
i: 751, data: 3792, previous:3804, count: 609, line:decreased
i: 752, data: 3809, previous:3792, count: 610, line:increased
i: 753, data: 3805, previous:3809, count: 610, line:decreased
i: 754, data: 3806, previous:3805, count: 611, line:increased
i: 755, data: 3812, previous:3806, count: 612, line:increased
i: 756, data: 3813, previous:3812, count: 613, line:increased
i: 757, data: 3814, previous:3813, count: 614, line:increased
i: 758, data: 3818, previous:3814, count: 615, line:increased
i: 759, data: 3820, previous:3818, count: 616, line:increased
i: 760, data: 3835, previous:3820, count: 617, line:increased
i: 761, data: 3836, previous:3835, count: 618, line:increased
i: 762, data: 3837, previous:3836, count: 619, line:increased
i: 763, data: 3806, previous:3837, count: 619, line:decreased
i: 764, data: 3812, previous:3806, count: 620, line:increased
i: 765, data: 3837, previous:3812, count: 621, line:increased
i: 766, data: 3840, previous:3837, count: 622, line:increased
i: 767, data: 3845, previous:3840, count: 623, line:increased
i: 768, data: 3842, previous:3845, count: 623, line:decreased
i: 769, data: 3879, previous:3842, count: 624, line:increased
i: 770, data: 3880, previous:3879, count: 625, line:increased
i: 771, data: 3890, previous:3880, count: 626, line:increased
i: 772, data: 3919, previous:3890, count: 627, line:increased
i: 773, data: 3927, previous:3919, count: 628, line:increased
i: 774, data: 3929, previous:3927, count: 629, line:increased
i: 775, data: 3920, previous:3929, count: 629, line:decreased
i: 776, data: 3916, previous:3920, count: 629, line:decreased
i: 777, data: 3928, previous:3916, count: 630, line:increased
i: 778, data: 3892, previous:3928, count: 630, line:decreased
i: 779, data: 3865, previous:3892, count: 630, line:decreased
i: 780, data: 3876, previous:3865, count: 631, line:increased
i: 781, data: 3913, previous:3876, count: 632, line:increased
i: 782, data: 3933, previous:3913, count: 633, line:increased
i: 783, data: 3934, previous:3933, count: 634, line:increased
i: 784, data: 3901, previous:3934, count: 634, line:decreased
i: 785, data: 3902, previous:3901, count: 635, line:increased
i: 786, data: 3903, previous:3902, count: 636, line:increased
i: 787, data: 3909, previous:3903, count: 637, line:increased
i: 788, data: 3910, previous:3909, count: 638, line:increased
i: 789, data: 3911, previous:3910, count: 639, line:increased
i: 790, data: 3912, previous:3911, count: 640, line:increased
i: 791, data: 3920, previous:3912, count: 641, line:increased
i: 792, data: 3949, previous:3920, count: 642, line:increased
i: 793, data: 3944, previous:3949, count: 642, line:decreased
i: 794, data: 3946, previous:3944, count: 643, line:increased
i: 795, data: 3947, previous:3946, count: 644, line:increased
i: 796, data: 3963, previous:3947, count: 645, line:increased
i: 797, data: 3976, previous:3963, count: 646, line:increased
i: 798, data: 3977, previous:3976, count: 647, line:increased
i: 799, data: 3979, previous:3977, count: 648, line:increased
i: 800, data: 3985, previous:3979, count: 649, line:increased
i: 801, data: 3997, previous:3985, count: 650, line:increased
i: 802, data: 4006, previous:3997, count: 651, line:increased
i: 803, data: 4014, previous:4006, count: 652, line:increased
i: 804, data: 4021, previous:4014, count: 653, line:increased
i: 805, data: 4026, previous:4021, count: 654, line:increased
i: 806, data: 4030, previous:4026, count: 655, line:increased
i: 807, data: 4031, previous:4030, count: 656, line:increased
i: 808, data: 4054, previous:4031, count: 657, line:increased
i: 809, data: 4044, previous:4054, count: 657, line:decreased
i: 810, data: 4045, previous:4044, count: 658, line:increased
i: 811, data: 4055, previous:4045, count: 659, line:increased
i: 812, data: 4053, previous:4055, count: 659, line:decreased
i: 813, data: 4051, previous:4053, count: 659, line:decreased
i: 814, data: 4055, previous:4051, count: 660, line:increased
i: 815, data: 4068, previous:4055, count: 661, line:increased
i: 816, data: 4066, previous:4068, count: 661, line:decreased
i: 817, data: 4068, previous:4066, count: 662, line:increased
i: 818, data: 4069, previous:4068, count: 663, line:increased
i: 819, data: 4072, previous:4069, count: 664, line:increased
i: 820, data: 4071, previous:4072, count: 664, line:decreased
i: 821, data: 4063, previous:4071, count: 664, line:decreased
i: 822, data: 4064, previous:4063, count: 665, line:increased
i: 823, data: 4067, previous:4064, count: 666, line:increased
i: 824, data: 4075, previous:4067, count: 667, line:increased
i: 825, data: 4099, previous:4075, count: 668, line:increased
i: 826, data: 4140, previous:4099, count: 669, line:increased
i: 827, data: 4141, previous:4140, count: 670, line:increased
i: 828, data: 4172, previous:4141, count: 671, line:increased
i: 829, data: 4171, previous:4172, count: 671, line:decreased
i: 830, data: 4172, previous:4171, count: 672, line:increased
i: 831, data: 4182, previous:4172, count: 673, line:increased
i: 832, data: 4191, previous:4182, count: 674, line:increased
i: 833, data: 4192, previous:4191, count: 675, line:increased
i: 834, data: 4194, previous:4192, count: 676, line:increased
i: 835, data: 4201, previous:4194, count: 677, line:increased
i: 836, data: 4207, previous:4201, count: 678, line:increased
i: 837, data: 4211, previous:4207, count: 679, line:increased
i: 838, data: 4213, previous:4211, count: 680, line:increased
i: 839, data: 4220, previous:4213, count: 681, line:increased
i: 840, data: 4258, previous:4220, count: 682, line:increased
i: 841, data: 4257, previous:4258, count: 682, line:decreased
i: 842, data: 4256, previous:4257, count: 682, line:decreased
i: 843, data: 4258, previous:4256, count: 683, line:increased
i: 844, data: 4271, previous:4258, count: 684, line:increased
i: 845, data: 4270, previous:4271, count: 684, line:decreased
i: 846, data: 4263, previous:4270, count: 684, line:decreased
i: 847, data: 4265, previous:4263, count: 685, line:increased
i: 848, data: 4266, previous:4265, count: 686, line:increased
i: 849, data: 4292, previous:4266, count: 687, line:increased
i: 850, data: 4290, previous:4292, count: 687, line:decreased
i: 851, data: 4297, previous:4290, count: 688, line:increased
i: 852, data: 4298, previous:4297, count: 689, line:increased
i: 853, data: 4299, previous:4298, count: 690, line:increased
i: 854, data: 4316, previous:4299, count: 691, line:increased
i: 855, data: 4333, previous:4316, count: 692, line:increased
i: 856, data: 4335, previous:4333, count: 693, line:increased
i: 857, data: 4346, previous:4335, count: 694, line:increased
i: 858, data: 4349, previous:4346, count: 695, line:increased
i: 859, data: 4354, previous:4349, count: 696, line:increased
i: 860, data: 4355, previous:4354, count: 697, line:increased
i: 861, data: 4357, previous:4355, count: 698, line:increased
i: 862, data: 4373, previous:4357, count: 699, line:increased
i: 863, data: 4371, previous:4373, count: 699, line:decreased
i: 864, data: 4361, previous:4371, count: 699, line:decreased
i: 865, data: 4366, previous:4361, count: 700, line:increased
i: 866, data: 4369, previous:4366, count: 701, line:increased
i: 867, data: 4373, previous:4369, count: 702, line:increased
i: 868, data: 4374, previous:4373, count: 703, line:increased
i: 869, data: 4378, previous:4374, count: 704, line:increased
i: 870, data: 4380, previous:4378, count: 705, line:increased
i: 871, data: 4394, previous:4380, count: 706, line:increased
i: 872, data: 4395, previous:4394, count: 707, line:increased
i: 873, data: 4400, previous:4395, count: 708, line:increased
i: 874, data: 4406, previous:4400, count: 709, line:increased
i: 875, data: 4412, previous:4406, count: 710, line:increased
i: 876, data: 4419, previous:4412, count: 711, line:increased
i: 877, data: 4417, previous:4419, count: 711, line:decreased
i: 878, data: 4424, previous:4417, count: 712, line:increased
i: 879, data: 4440, previous:4424, count: 713, line:increased
i: 880, data: 4443, previous:4440, count: 714, line:increased
i: 881, data: 4449, previous:4443, count: 715, line:increased
i: 882, data: 4459, previous:4449, count: 716, line:increased
i: 883, data: 4461, previous:4459, count: 717, line:increased
i: 884, data: 4466, previous:4461, count: 718, line:increased
i: 885, data: 4461, previous:4466, count: 718, line:decreased
i: 886, data: 4463, previous:4461, count: 719, line:increased
i: 887, data: 4462, previous:4463, count: 719, line:decreased
i: 888, data: 4464, previous:4462, count: 720, line:increased
i: 889, data: 4472, previous:4464, count: 721, line:increased
i: 890, data: 4475, previous:4472, count: 722, line:increased
i: 891, data: 4476, previous:4475, count: 723, line:increased
i: 892, data: 4478, previous:4476, count: 724, line:increased
i: 893, data: 4464, previous:4478, count: 724, line:decreased
i: 894, data: 4481, previous:4464, count: 725, line:increased
i: 895, data: 4483, previous:4481, count: 726, line:increased
i: 896, data: 4493, previous:4483, count: 727, line:increased
i: 897, data: 4504, previous:4493, count: 728, line:increased
i: 898, data: 4505, previous:4504, count: 729, line:increased
i: 899, data: 4513, previous:4505, count: 730, line:increased
i: 900, data: 4516, previous:4513, count: 731, line:increased
i: 901, data: 4527, previous:4516, count: 732, line:increased
i: 902, data: 4526, previous:4527, count: 732, line:decreased
i: 903, data: 4514, previous:4526, count: 732, line:decreased
i: 904, data: 4515, previous:4514, count: 733, line:increased
i: 905, data: 4544, previous:4515, count: 734, line:increased
i: 906, data: 4545, previous:4544, count: 735, line:increased
i: 907, data: 4560, previous:4545, count: 736, line:increased
i: 908, data: 4562, previous:4560, count: 737, line:increased
i: 909, data: 4561, previous:4562, count: 737, line:decreased
i: 910, data: 4573, previous:4561, count: 738, line:increased
i: 911, data: 4572, previous:4573, count: 738, line:decreased
i: 912, data: 4571, previous:4572, count: 738, line:decreased
i: 913, data: 4592, previous:4571, count: 739, line:increased
i: 914, data: 4600, previous:4592, count: 740, line:increased
i: 915, data: 4589, previous:4600, count: 740, line:decreased
i: 916, data: 4606, previous:4589, count: 741, line:increased
i: 917, data: 4612, previous:4606, count: 742, line:increased
i: 918, data: 4628, previous:4612, count: 743, line:increased
i: 919, data: 4629, previous:4628, count: 744, line:increased
i: 920, data: 4597, previous:4629, count: 744, line:decreased
i: 921, data: 4623, previous:4597, count: 745, line:increased
i: 922, data: 4624, previous:4623, count: 746, line:increased
i: 923, data: 4619, previous:4624, count: 746, line:decreased
i: 924, data: 4620, previous:4619, count: 747, line:increased
i: 925, data: 4636, previous:4620, count: 748, line:increased
i: 926, data: 4637, previous:4636, count: 749, line:increased
i: 927, data: 4647, previous:4637, count: 750, line:increased
i: 928, data: 4649, previous:4647, count: 751, line:increased
i: 929, data: 4650, previous:4649, count: 752, line:increased
i: 930, data: 4653, previous:4650, count: 753, line:increased
i: 931, data: 4655, previous:4653, count: 754, line:increased
i: 932, data: 4663, previous:4655, count: 755, line:increased
i: 933, data: 4681, previous:4663, count: 756, line:increased
i: 934, data: 4677, previous:4681, count: 756, line:decreased
i: 935, data: 4696, previous:4677, count: 757, line:increased
i: 936, data: 4698, previous:4696, count: 758, line:increased
i: 937, data: 4704, previous:4698, count: 759, line:increased
i: 938, data: 4709, previous:4704, count: 760, line:increased
i: 939, data: 4706, previous:4709, count: 760, line:decreased
i: 940, data: 4696, previous:4706, count: 760, line:decreased
i: 941, data: 4698, previous:4696, count: 761, line:increased
i: 942, data: 4697, previous:4698, count: 761, line:decreased
i: 943, data: 4698, previous:4697, count: 762, line:increased
i: 944, data: 4711, previous:4698, count: 763, line:increased
i: 945, data: 4716, previous:4711, count: 764, line:increased
i: 946, data: 4740, previous:4716, count: 765, line:increased
i: 947, data: 4741, previous:4740, count: 766, line:increased
i: 948, data: 4742, previous:4741, count: 767, line:increased
i: 949, data: 4743, previous:4742, count: 768, line:increased
i: 950, data: 4740, previous:4743, count: 768, line:decreased
i: 951, data: 4750, previous:4740, count: 769, line:increased
i: 952, data: 4742, previous:4750, count: 769, line:decreased
i: 953, data: 4745, previous:4742, count: 770, line:increased
i: 954, data: 4753, previous:4745, count: 771, line:increased
i: 955, data: 4754, previous:4753, count: 772, line:increased
i: 956, data: 4755, previous:4754, count: 773, line:increased
i: 957, data: 4756, previous:4755, count: 774, line:increased
i: 958, data: 4757, previous:4756, count: 775, line:increased
i: 959, data: 4758, previous:4757, count: 776, line:increased
i: 960, data: 4788, previous:4758, count: 777, line:increased
i: 961, data: 4791, previous:4788, count: 778, line:increased
i: 962, data: 4802, previous:4791, count: 779, line:increased
i: 963, data: 4811, previous:4802, count: 780, line:increased
i: 964, data: 4800, previous:4811, count: 780, line:decreased
i: 965, data: 4808, previous:4800, count: 781, line:increased
i: 966, data: 4817, previous:4808, count: 782, line:increased
i: 967, data: 4789, previous:4817, count: 782, line:decreased
i: 968, data: 4809, previous:4789, count: 783, line:increased
i: 969, data: 4820, previous:4809, count: 784, line:increased
i: 970, data: 4821, previous:4820, count: 785, line:increased
i: 971, data: 4802, previous:4821, count: 785, line:decreased
i: 972, data: 4804, previous:4802, count: 786, line:increased
i: 973, data: 4805, previous:4804, count: 787, line:increased
i: 974, data: 4807, previous:4805, count: 788, line:increased
i: 975, data: 4808, previous:4807, count: 789, line:increased
i: 976, data: 4799, previous:4808, count: 789, line:decreased
i: 977, data: 4810, previous:4799, count: 790, line:increased
i: 978, data: 4807, previous:4810, count: 790, line:decreased
i: 979, data: 4806, previous:4807, count: 790, line:decreased
i: 980, data: 4791, previous:4806, count: 790, line:decreased
i: 981, data: 4801, previous:4791, count: 791, line:increased
i: 982, data: 4808, previous:4801, count: 792, line:increased
i: 983, data: 4818, previous:4808, count: 793, line:increased
i: 984, data: 4828, previous:4818, count: 794, line:increased
i: 985, data: 4841, previous:4828, count: 795, line:increased
i: 986, data: 4837, previous:4841, count: 795, line:decreased
i: 987, data: 4841, previous:4837, count: 796, line:increased
i: 988, data: 4860, previous:4841, count: 797, line:increased
i: 989, data: 4880, previous:4860, count: 798, line:increased
i: 990, data: 4909, previous:4880, count: 799, line:increased
i: 991, data: 4913, previous:4909, count: 800, line:increased
i: 992, data: 4910, previous:4913, count: 800, line:decreased
i: 993, data: 4909, previous:4910, count: 800, line:decreased
i: 994, data: 4925, previous:4909, count: 801, line:increased
i: 995, data: 4927, previous:4925, count: 802, line:increased
i: 996, data: 4929, previous:4927, count: 803, line:increased
i: 997, data: 4932, previous:4929, count: 804, line:increased
i: 998, data: 4933, previous:4932, count: 805, line:increased
i: 999, data: 4932, previous:4933, count: 805, line:decreased
i: 1000, data: 4933, previous:4932, count: 806, line:increased
i: 1001, data: 4949, previous:4933, count: 807, line:increased
i: 1002, data: 4938, previous:4949, count: 807, line:decreased
i: 1003, data: 4940, previous:4938, count: 808, line:increased
i: 1004, data: 4930, previous:4940, count: 808, line:decreased
i: 1005, data: 4944, previous:4930, count: 809, line:increased
i: 1006, data: 4950, previous:4944, count: 810, line:increased
i: 1007, data: 4944, previous:4950, count: 810, line:decreased
i: 1008, data: 4957, previous:4944, count: 811, line:increased
i: 1009, data: 4967, previous:4957, count: 812, line:increased
i: 1010, data: 4973, previous:4967, count: 813, line:increased
i: 1011, data: 4979, previous:4973, count: 814, line:increased
i: 1012, data: 4974, previous:4979, count: 814, line:decreased
i: 1013, data: 4962, previous:4974, count: 814, line:decreased
i: 1014, data: 4949, previous:4962, count: 814, line:decreased
i: 1015, data: 4950, previous:4949, count: 815, line:increased
i: 1016, data: 4952, previous:4950, count: 816, line:increased
i: 1017, data: 4956, previous:4952, count: 817, line:increased
i: 1018, data: 4961, previous:4956, count: 818, line:increased
i: 1019, data: 4962, previous:4961, count: 819, line:increased
i: 1020, data: 4981, previous:4962, count: 820, line:increased
i: 1021, data: 4983, previous:4981, count: 821, line:increased
i: 1022, data: 4985, previous:4983, count: 822, line:increased
i: 1023, data: 5000, previous:4985, count: 823, line:increased
i: 1024, data: 5001, previous:5000, count: 824, line:increased
i: 1025, data: 5004, previous:5001, count: 825, line:increased
i: 1026, data: 5031, previous:5004, count: 826, line:increased
i: 1027, data: 5035, previous:5031, count: 827, line:increased
i: 1028, data: 5036, previous:5035, count: 828, line:increased
i: 1029, data: 5037, previous:5036, count: 829, line:increased
i: 1030, data: 5040, previous:5037, count: 830, line:increased
i: 1031, data: 5048, previous:5040, count: 831, line:increased
i: 1032, data: 5057, previous:5048, count: 832, line:increased
i: 1033, data: 5056, previous:5057, count: 832, line:decreased
i: 1034, data: 5045, previous:5056, count: 832, line:decreased
i: 1035, data: 5047, previous:5045, count: 833, line:increased
i: 1036, data: 5031, previous:5047, count: 833, line:decreased
i: 1037, data: 5034, previous:5031, count: 834, line:increased
i: 1038, data: 5036, previous:5034, count: 835, line:increased
